,program_time,minkowski
0,9.0995817184,0.8165376198410786
1,1.7029056549000001,0.8165083849522278
2,0.876200676,0.8159972320961343
3,0.18009185789999999,2.1377879582786457
4,5.714398145700001,0.8461525248313982
5,1.139341116,0.8661006195210805
6,0.6358444690999999,0.8888999247732778
7,14.947031736400001,0.8407820888503136
8,40.6351294518,0.8398355139163348
9,107.073656559,1.990395618082004
10,21.298156023,1.9901053575508163
11,10.2763257027,1.9893797098400419
12,2.150993824,1.9864720581131718
13,1.0788702965,1.9791954610121132
14,386.4299900532,1.7310794524151845
15,36.4612972736,1.7309236552758276
16,37.2205770016,1.7309479010902027
17,7.6474597454,3.1787775239520557
18,1.9143033028,5.689112045559288
19,20.6561982632,0.8524489984427898
20,4.1296453475999995,0.8608179020527904
21,6.3755221367,0.8802645626532128
22,46.746881008100004,0.8451633509583687
23,8.822606802000001,0.8688444180871915
24,134.261746645,0.8409626521652631
25,53.753284692799994,0.44236718846404993
26,11.0571763515,0.44236718846404993
27,5.3237879276,0.441610349657604
28,1.0983877182,0.437164302906836
29,0.5494115353,0.4371739928848565
30,0.11856412890000001,0.364839130466084
31,0.0619661808,3.118151660280933
32,24.9497554302,0.9220790516885988
33,4.2737212181,0.9253406073767095
34,4.4526617527,0.9253406314548835
35,0.9589288235,0.9473931070589005
36,0.47590112689999997,0.9467392689937271
37,89.5532457829,0.8183971772516251
38,10.5379550457,0.8216432989689003
39,14.7155833244,0.821131420192777
40,2.9523897171,2.1521245497645762
41,51.772876501099994,0.8506780883541186
42,10.3761048317,0.8706944609016267
43,5.1320793629,0.8680679485602398
44,142.6187798977,0.844187207207654
45,38.9199135303,1.0304576184605527
46,7.695707559600001,1.0309306360009374
47,3.7459211349,1.0315262241754328
48,0.7682576179999999,1.0351708671428845
49,0.37562870979999996,1.0351709113593819
50,0.0848927498,1.0791055006374732
51,0.0439898968,1.0789677238860576
52,78.3752038479,0.32430990675159177
53,13.2581772804,0.32461121485598154
54,13.301863431900001,0.32461121485598154
55,2.725466013,0.32461121553992817
56,1.3727591038,0.34035466347421445
57,0.2833390236,0.4996906322555674
58,228.02466011049998,0.39378800701008804
59,40.9416966438,0.3940249743872009
60,56.200185060500004,0.3939440233810519
61,10.868360042599999,0.3784951851279908
62,5.4526526928,5.167571767999366
63,66.9096183777,0.8510651683664165
64,13.292405605299999,0.8547773808164392
65,6.691058874099999,0.8531542689775284
66,147.8829646111,0.8457945502701983
67,28.802275896100003,0.8572393750958839
68,39.549646377600006,1.8217755476953787
69,8.1812665462,1.821952727170348
70,4.0065722466,1.821952727170348
71,0.8241345882,1.8225491526234414
72,0.4115409851,1.8256410176613682
73,0.0923278332,1.848222905669652
74,0.04818558690000001,1.8475911035201222
75,61.4958333969,0.5769208518306017
76,10.3977878094,0.5786909112492394
77,10.7049162388,0.5786909111294282
78,2.037332058,0.5904924857744885
79,1.0832834244,0.5903300510595396
80,0.2165417671,0.6552960515215871
81,76.5869045258,0.8761749041924524
82,13.655290842100001,0.87991393126745
83,17.7351334095,0.8861717578879983
84,3.5591046810000004,0.8848807823053723
85,1.7807950974000002,0.9300428682864655
86,100.9048354626,0.847036157673459
87,20.371068000799998,0.8544902432045658
88,10.115958452200001,0.8536332203014277
89,2.0056452751,2.842120539438272
90,160.4450654984,0.8462013441163921
91,33.2178146839,0.8460193216684121
92,16.7417006493,0.8700100628176443
93,58.3984897137,3.0063216256891985
94,11.0634558201,3.006389631653042
95,5.6738350391,3.0065598112782257
96,1.1485323906,3.0079260473561775
97,0.5653822422,3.0079260002121577
98,0.1208982468,3.011365264154198
99,0.0655293465,3.029384493543552
100,66.6741864681,0.6351896981698386
101,10.9417376518,0.6363232319394547
102,10.8000836372,0.639155935554324
103,2.3234717846,0.6561845317297733
104,1.1241385937000001,0.6846920503739852
105,0.2577135563,0.7869573704494548
106,0.08090829849999999,0.7128814405101044
107,86.53371739389999,0.8595368869838939
108,16.4663307667,0.8624396382481028
109,22.53525877,0.8624396382481028
110,4.4871091843,0.8624363935608271
111,2.2618293762,0.9120563294256955
112,206.0014660358,0.773973409923245
113,40.7256104946,0.777637972013193
114,20.6287097931,0.7834201254668731
115,4.1332170963,1.8907615157333002
116,178.00368714330003,0.847561273039157
117,36.243779420900005,0.8474084916325715
118,19.5314078331,0.8937950197994523
119,122.7374296188,2.4516327328235
120,23.415706396100003,2.4514367345876398
121,11.670168161400001,2.4514367345876398
122,2.4548399448,2.448825365466258
123,1.1925315856999998,2.448825365466258
124,0.253477335,2.4295612934353112
125,0.1247720718,2.398737288293506
126,0.033457040800000004,2.2522579212816556
127,197.7642986774,1.6538578171057803
128,39.7370584011,1.6533920556143882
129,38.4632363319,1.652610728931591
130,7.9550089836,1.6510531634545689
131,3.8953092098,1.6510531634545689
132,0.8168165684,1.6042189819244437
133,0.4129798412,1.5261084113431473
134,564.2391777038999,1.5892081868842514
135,103.4389119148,1.5890431314969562
136,63.646194458000004,1.5881975838453555
137,12.130415201199998,1.584861083704142
138,15.3939859867,1.5848610825999132
139,1000.0001175404,11.323881356295406
140,313.782854557,1.5536178627942225
141,156.1554932594,1.553640754066658
142,31.061644792600003,3.044215025513634
143,13.6562342644,5.6794348620652855
144,199.34656405450002,0.8517860455099123
145,40.8126723766,0.8644269472480614
146,19.4294571877,0.8624744857788917
