,high_standard_deviation,low_standard_deviation,negative_skewness,normal_standard_deviation,positive_skewness,x,zero_snewness
13,0.005145220965455945,3.2017930151788778e-83,2.825698950285607e-06,1.4128494751428035e-06,2.8832915937070207e-28,-9.73973973973974,1.4128494751428035e-06
14,0.00520824346701791,6.9787408466904e-83,2.9667085205500707e-06,1.4833542602750354e-06,3.6856082097355763e-28,-9.71971971971972,1.4833542602750354e-06
15,0.005271905851863513,1.5186742406426785e-82,3.1144427435683705e-06,1.5572213717841852e-06,4.708839849926805e-28,-9.6996996996997,1.5572213717841852e-06
16,0.005336212732586843,3.2995591560062203e-82,3.269206147570631e-06,1.6346030737853156e-06,6.013161012319462e-28,-9.67967967967968,1.6346030737853156e-06
17,0.005401168729376285,7.157328465156595e-82,3.4313162441010406e-06,1.7156581220505203e-06,7.674956310650484e-28,-9.65965965965966,1.7156581220505203e-06
18,0.0054667784696413955,1.550064302646865e-81,3.6011040427793162e-06,1.8005520213896581e-06,9.791137824830967e-28,-9.63963963963964,1.8005520213896581e-06
19,0.00553304658763433,3.3516002807787714e-81,3.778914584685238e-06,1.889457292342619e-06,1.2484598950030046e-27,-9.61961961961962,1.889457292342619e-06
20,0.0055999777240657985,7.235331909793638e-81,3.9651074949611e-06,1.98255374748055e-06,1.5911100337707574e-27,-9.5995995995996,1.98255374748055e-06
21,0.0056675765257155584,1.5594391601279578e-80,4.160057555242689e-06,2.0800287776213445e-06,2.0267959456246515e-27,-9.57957957957958,2.0800287776213445e-06
22,0.005735847645037413,3.355692445891695e-80,4.3641552965451725e-06,2.1820776482725863e-06,2.580501049206315e-27,-9.55955955955956,2.1820776482725863e-06
