,program_time,minkowski
0,8.3193762302,0.8141508830629279
1,1.7660543919,0.8153706275848492
2,1.2242088318000002,0.8191740680613921
3,0.17446136469999998,0.8146226738176204
4,6.072977066,0.8455558026815958
5,1.3921778202000001,0.848394025783005
6,1.011910677,0.8735434458768876
7,16.0274398327,0.84053726339504
8,65.0849461555,0.8396119526720532
9,168.61896729469998,5.401381110691107
10,32.5143339634,5.401874095601364
11,13.3045599461,5.403366709011082
12,2.5071604252,5.408821116974875
13,1.1646041870000001,5.421995057607367
14,215.04879760740002,1.714290178450639
15,39.6302080154,1.713701106433672
16,25.6206655502,1.713891063070455
17,4.499930143399999,1.7147539919205412
18,2.5235154629,1.7087416236985853
19,20.2633361816,0.8475410748049393
20,4.5487699509,0.8635678073663817
21,2.4512722492,0.8627661223214118
22,49.6771960258,0.8444406453548654
23,13.3912382126,0.8486414221562573
24,171.9109294415,0.8406057845554334
25,56.950525760699996,0.42107389749699653
26,9.8710508347,0.4204850862023042
27,4.8519306183,0.42073673581862303
28,0.9992263317,0.41799518768415095
29,0.499900341,0.40957205726623913
30,0.1030452251,0.36079166822173997
31,0.0649902821,0.33010078571161344
32,23.2479336262,0.9197685026211173
33,4.4683973789,0.9222705421896767
34,2.5224668980000002,0.9211510587521357
35,0.5730037689,0.9523393983612124
36,0.3747258186,0.98390694617813
37,47.7823894024,0.81614421347332
38,9.997941970800001,0.8204087201921272
39,5.4952003955999995,0.8248013971320982
40,1.5974116325,0.835379869717849
41,53.9417066574,0.8451507351456653
42,13.540565490699999,0.8523558838982231
43,8.2255177498,0.8557317367210314
44,174.94129633900002,0.8435168733150537
45,35.9749898911,1.029123139230486
46,7.5196359158,1.0295526123899121
47,4.8412423133999996,1.0300928833544272
48,0.8106930256,1.0333608177467144
49,0.46327733990000003,1.033300876942251
50,0.0751152039,1.0669014312138916
51,0.0413243771,1.213839470590761
52,64.8211772442,0.2948630640957588
53,13.5165178776,0.29519151540284044
54,6.85760355,0.2951718493056892
55,1.6020700931999998,0.29491288128837023
56,0.7577464581000001,0.3107695520971282
57,0.2054212093,0.42893744656630783
58,182.6524412632,0.3716197307768507
59,36.4245736599,0.37180246021129426
60,18.8862011433,0.37276349225075806
61,4.6202673912,0.38456967916387286
62,2.7799360751999997,0.40859391452282795
63,71.38416433329999,0.8500318451440084
64,16.488728046400002,0.8568954765089501
65,10.009734868999999,0.8699995614631527
66,182.00148129459998,0.8450348584452007
67,57.4560358524,0.8643226823825508
68,39.610984087,1.8175063631329753
69,7.3554565907,1.8176574430664763
70,5.1501221657,1.8176504027211775
71,0.7964513301999999,1.8179759025450155
72,0.4004061222,1.8200119766977931
73,0.091417551,1.8178608631560358
74,0.051555872,1.823010293484233
75,64.66499471659999,0.5718310465640946
76,12.490837574,0.573184521929076
77,6.9307377338,0.5725081444739998
78,1.2750544548,0.5876304501038552
79,0.8896446228,0.5988158573278488
80,0.17002844809999998,0.790556336452541
81,56.008358717,0.8738116723215307
82,11.8640711308,0.8750119693872205
83,6.1206240653999995,0.8740183240015864
84,1.6196587086,0.8855440092269934
85,1.0233533382,0.949718808440057
86,104.0646314621,0.8454602025234801
87,25.6935913563,0.8503522065765038
88,17.2066159248,0.8465674315683385
89,5.7306125164,0.8551828518792772
90,203.0386738777,0.8455227925011668
91,55.7715544701,0.8536072155279523
92,37.4573132992,0.8583643750057828
93,54.321153879200004,3.0041023647267395
94,9.7950651646,3.0041684951844747
95,4.9529800415,3.0043330958916696
96,1.1548168659,3.0055629412650537
97,0.5125448704,3.005188717274559
98,0.1501717567,3.013790462938089
99,0.0631632805,3.010813691445936
100,52.1366746426,0.6316256857528287
101,10.869801521300001,0.6325392140699502
102,5.433078289,0.6347780910842212
103,1.1710209846,0.641380098533561
104,0.6170394421000001,0.6401567690917195
105,0.18330001829999998,0.6513164237445627
106,0.12633609769999998,0.7740247381025581
107,73.3646090031,0.8570856085049776
108,15.9509248734,0.8595005663035225
109,7.851721286799999,0.8591120506079726
110,2.1706035137,0.8893553609735008
111,1.1980416775,0.9367477394708801
112,220.221981287,0.7712775251610956
113,44.2857272625,0.7720421354387054
114,24.997447013899997,0.7804920081979299
115,7.9193239212,0.7718073990017704
116,230.9985432625,0.8468491063479384
117,63.019305706000004,0.8535620380736317
118,42.1123967171,0.8771029126301868
119,125.30747199059999,2.4428157378912996
120,22.7037556171,2.4426492186531865
121,10.9927005768,2.4426494920150414
122,2.2056262493000003,2.440482848353122
123,1.1012661457,2.4405367599731242
124,0.2316586971,2.426094462622752
125,0.1410002708,2.405477876892275
126,0.0394573212,2.4392748411071934
127,202.4424276352,1.637975471400988
128,39.2796308994,1.6375660597085882
129,20.8390271664,1.6369054522337436
130,4.2024827003,1.635602310059186
131,2.2308113575,1.6356683129819993
132,0.5138742924,1.5980610380645288
133,0.2934231758,1.5386381169734773
134,613.5381109715,1.5734135246570973
135,119.6288323402,1.573272936518935
136,59.347822666199995,1.5725657683393468
137,13.3070442677,1.569730926461996
138,6.9815068245,1.5698091874737954
139,1000.0031273364999,11.32678327575043
140,356.59467554089997,1.537965943377352
141,190.2724955082,1.5378027334816744
142,43.1871454716,1.5382686156416505
143,26.0384654999,1.542451551318922
144,266.1060481071,0.8506024812205035
145,70.1988480091,0.8481696104621114
146,45.1023709774,0.8844069403419493
